poet,poet_slug,source_poet_label,attributed_century,within_poet_rank,source_record_id,book_title,poem_title,hemistich_1,hemistich_2,symbolism_score,imagery_score,figurative_score,music_score,compression_score,emotion_score,structure_score,novelty_score,overall_score,within_poet_percentile
خلیل‌الله خلیلی,khalilullah-khalili,خلیل‌الله خلیلی,14,9,631807,رباعیات,رباعی شماره ۴۵,ما مرغ اسیر بی پر و بال توییم,هر جا که روی چون سایه دنبال توییم,98.62,73.41,87.48,95.65,25.26,0,79.66,97.17,70.84,92.5925925925926
خلیل‌الله خلیلی,khalilullah-khalili,خلیل‌الله خلیلی,14,10,631771,رباعیات,رباعی شماره ۲۷,دل در غم عشق تو برومند بود,در پرتو دیدار تو خرسند بود,75.81,24.59,57.7,89.69,88.97,95.89,77.2,57.55,70.69,91.66666666666666
رهی معیری,rahi-moayeri,رهی معیری,14,1,623642,منظومه‌ها,ساز محجوبی,گر چه غم درسینه خاکم برد,ساز محجوبی بر افلاکم برد,90.27,86.35,94.87,93.61,99.41,92.09,90.74,84.93,91.76,100
رهی معیری,rahi-moayeri,رهی معیری,14,2,622828,غزلها - جلد اول,جلوه ساقی,در قدح عکس تو یا گل در گلاب افتاده است؟,مهر در آیینه یا آتش در آب افتاده است؟,99.43,68.43,94.66,98.99,83.83,82.78,95.32,88.82,89.31,99.90467111534795
رهی معیری,rahi-moayeri,رهی معیری,14,3,622965,غزلها - جلد دوم,مردم فریب,شب یار من تب است و غم سینه سوز هم,تنها نه شب در آتشم ای گل که روز هم,96.21,95.5,97.29,88.7,99.19,96.31,91.21,13.28,88.55,99.80934223069589
رهی معیری,rahi-moayeri,رهی معیری,14,4,623315,غزلها - جلد چهارم,زبان اشک,چون صبح نودمیده صفا گستر است اشک,روشنتر از ستاره روشنگر است اشک,88.8,81.39,79,97.35,72.66,89.7,96.04,88.05,86.28,99.71401334604386
رهی معیری,rahi-moayeri,رهی معیری,14,5,623293,غزلها - جلد چهارم,محنت‌سرای خاک,از سوز دل چو خرمن آتش گرفته‌ای,وز اشک غم چو کشتی طوفان رسیده‌ای,95.03,78.97,99.54,80.56,96.94,88.43,57.74,70.31,85.86,99.61868446139181
رهی معیری,rahi-moayeri,رهی معیری,14,6,623011,غزلها - جلد سوم,کوی رضا,جانا رخم زرد خواهی جانم پر از درد خواهی,دانم چه ها کرد خواهی ای شعله با خرمن من,96.8,95.91,85.38,57.28,89.78,75.01,80.65,97.67,84.86,99.52335557673975
رهی معیری,rahi-moayeri,رهی معیری,14,7,622874,غزلها - جلد دوم,باران صبحگاهی,داغم چو لاله ای گل از درد من چه پرسی؟,مردم ز محنت ای غم از جان من چه خواهی؟,90.79,95.5,96.52,50.11,86.56,91.45,66.67,85.48,83.77,99.4280266920877
رهی معیری,rahi-moayeri,رهی معیری,14,8,623192,غزلها - جلد چهارم,جلوه نخستین,رخم چو لاله ز خوناب دیده رنگین است,نشان قافله سالار عاشقان این است,88.21,78.97,97.55,89.69,77.64,56.08,84.89,97.2,83.76,99.33269780743565
رهی معیری,rahi-moayeri,رهی معیری,14,9,623294,غزلها - جلد چهارم,محنت‌سرای خاک,چون شام بی رخ تو به ماتم نشسته‌ای,چون صبح از غم تو گریبان دریده‌ای,90.79,75.92,99.54,80.05,91.16,51.09,81.11,98.25,83.53,99.2373689227836
رهی معیری,rahi-moayeri,رهی معیری,14,10,623629,منظومه‌ها,ساز محجوبی,نغمه مرغ چمن جان پرور است,لیک دراین ساز سوزی دیگر است,99.8,98.59,87.48,88.8,98.53,0,90.95,96.27,83.25,99.14204003813155
سهراب سپهری,sohrab-sepehri,سهراب سپهری,14,1,660017,آوار آفتاب,دروگران پگاه,تو نیستی ، و غریو رودها گویا نیست، و دره ها ناخواناست.,می آیی: شب از چهره ها برمی خیزد، راز از هستی می پرد.,98.26,66.79,99.77,37.38,87.75,77.4,72.36,99.79,79.83,100
سهراب سپهری,sohrab-sepehri,سهراب سپهری,14,2,661261,مرگ رنگ,دود میخیزد,چشم میدوزد خیال روز و شب,از درون دل به تصویر امید.,88.96,84.15,94.87,33.35,99.86,88.82,60.64,9.29,73.98,99.93872549019608
سهراب سپهری,sohrab-sepehri,سهراب سپهری,14,3,660452,صدای پای آب,صدای پای آب، نثار شبهای خاموش مادرم,مرگ با خوشه انگور می آید به دهان.,مرگ در حنجره سرخ - گلو می خواند.,95.96,75.92,79,42,94.07,0,91.67,97.9,71.3,99.87745098039215
سهراب سپهری,sohrab-sepehri,سهراب سپهری,14,4,660089,آوار آفتاب,شاسوسا,در شب آن روزها فانوس گرفته ام.,درخت اقاقیا در روشنی فانوس ایستاده .,80.43,81.39,83.29,45.03,87.05,33.24,72.77,88.55,71.18,99.81617647058823
سهراب سپهری,sohrab-sepehri,سهراب سپهری,14,5,659958,آوار آفتاب,آوای گیاه,و همیشه خوشه چینی از راهم گذشت ، و کنار من خوشه راز از دستش لغزید.,و همیشه من ماندم و تاریک بزرگ ، من ماندم و همهمه آفتاب.,95.35,64.9,85.38,45.32,7.58,82.81,93.76,98.34,70.76,99.75490196078431
سهراب سپهری,sohrab-sepehri,سهراب سپهری,14,6,660435,صدای پای آب,صدای پای آب، نثار شبهای خاموش مادرم,و اگر مرگ نبود دست ما در پی چیزی می گشت.,و بدانیم اگر نور نبود ، منطق زنده پرواز دگرگون می شد.,97.01,66.89,97.55,36.56,81.78,0,87.58,97.59,70.23,99.69362745098039
سهراب سپهری,sohrab-sepehri,سهراب سپهری,14,7,660095,آوار آفتاب,شاسوسا,بازی های کودکی ام ، روی این سنگ های سیاه پلاسیدند.,سنگ ها را می شنوم: ابدیت غم.,97.08,69.44,85.38,24.74,93.12,41.78,37.97,98.14,69.69,99.63235294117648
سهراب سپهری,sohrab-sepehri,سهراب سپهری,14,8,659834,شرق اندوه,تراو,در آ، که کران را برچیدم، خاک زمان رفتم، آب نگر پاشیدم.,در سفالینه چشم ، صدبرگ نگه بنشاندم، بنشستم.,96.65,68.07,85.38,28.48,95.12,0,70.3,99.91,67.9,99.32598039215686
سهراب سپهری,sohrab-sepehri,سهراب سپهری,14,9,659998,آوار آفتاب,تارا,موجی غم را به لرزش نی ها داد.,غم را از لرزش نی ها چیدم، به تارم بر آمدم، به آیینه رسیدم.,61.96,97.64,57.7,29.65,85.66,72.64,81.83,62.59,67.6,99.26470588235294
سهراب سپهری,sohrab-sepehri,سهراب سپهری,14,10,660138,آوار آفتاب,غبار لبخند,دشت: دریای تپش، آهنگ ، نور.,سایه می زد خنده تاریک او.,99.06,92.94,31.41,30.87,63.25,67.28,56.54,96.91,67.5,99.20343137254902
سیمین بهبهانی,simin-behbahani,سیمین بهبهانی,14,1,666326,سیمین بهبهانی,نیاز,دیده ام چون نرگس غم می شکفت,وندرو برقی ز شبنم می شکفت,99.21,81.39,97.93,95.99,92.77,61.55,89.71,96.96,89.85,100
سیمین بهبهانی,simin-behbahani,سیمین بهبهانی,14,2,666293,سیمین بهبهانی,فریاد,ای سیل اشک من! ز چه بنیاد می کنی؟,ای درد عشق او! از چه بیداد می کنی؟,82.69,69.44,57.7,96.52,86.13,99.09,98.96,85.35,83.17,99.96350364963503
سیمین بهبهانی,simin-behbahani,سیمین بهبهانی,14,3,665244,سیمین بهبهانی,دفتر اندیشه,تار و روشن ،‌شاخه های سرو و بید,همچو قلب من پر از بیم و امید,90.04,73.41,96.52,62.24,97.35,94.04,54.01,85.64,82.85,99.92700729927007
سیمین بهبهانی,simin-behbahani,سیمین بهبهانی,14,4,666700,سیمین بهبهانی,با درد بسازم,مهربانان مهربانی می کنند,گاه سختی سخت جانی می کنند.,97.19,94.71,79,99.5,84.6,36.72,97.37,56.87,82.64,99.8905109489051
سیمین بهبهانی,simin-behbahani,سیمین بهبهانی,14,5,665391,سیمین بهبهانی,دل آزرده,دل آزرده چون شمع شبستان تو می سوزد,چه غم دارم؟ که این آتش به فرمان تو می سوزد,97.83,24.59,97.93,95.98,87.13,75.01,82.79,99.48,82.24,99.85401459854015
سیمین بهبهانی,simin-behbahani,سیمین بهبهانی,14,6,665805,سیمین بهبهانی,آتش تمنا,به چشم تیره من راز عاشقی گم شد,میان لاله او شمع شام فرسا مرد,97.89,75.92,97.55,44.87,98.38,94.59,47.03,88.22,82.16,99.81751824817519
سیمین بهبهانی,simin-behbahani,سیمین بهبهانی,14,7,665795,سیمین بهبهانی,غنچه راز,چهره ام تازه چو برگ گل ناز است هنوز,نگهم غنچه نشکفته راز است هنوز,81.22,90.72,92.66,96.54,99.68,51.09,86.84,24.19,80.78,99.78102189781022
سیمین بهبهانی,simin-behbahani,سیمین بهبهانی,14,8,665557,سیمین بهبهانی,رهگذر نیمه ساز,جسمی ز داغ عشق بتان، پر شور مراست,روحی چو باد سرد خزان، در به در مراست,69.06,96.55,92.66,92.22,96.75,43.79,87.77,62.21,80.69,99.74452554744525
سیمین بهبهانی,simin-behbahani,سیمین بهبهانی,14,9,666250,سیمین بهبهانی,دیشب,عشقش ز جان تیره من سر کشیده بود,در سنگلاخ خاطر من گل دمیده بود,90.79,75.92,79,91.02,93.81,51.09,77.35,62.73,79.37,99.7080291970803
سیمین بهبهانی,simin-behbahani,سیمین بهبهانی,14,10,665726,سیمین بهبهانی,گل یخ,دیر در دامنت آویختم ای عشق! چه سازم؟,به زمستان تو همچون گل یخ دیده گشودم,69.49,90.11,92.66,53.35,97.35,79.22,64.4,91.15,79.2,99.67153284671532
شاطرعباس صبوحی,shater-abbas-sabouhi,شاطرعباس صبوحی,14,1,633144,غزلیات,شیفته شیدایی,ز عشق روی تو، چون بلبل از گل,شکفته گردم، هر دم گل از گل,95.96,94.71,96.52,94.79,87.31,51.09,94.86,85.24,88.33,100
شاطرعباس صبوحی,shater-abbas-sabouhi,شاطرعباس صبوحی,14,2,632907,غزلیات,نقطه خال تو,گر صبوحی به وصال رخ جانان جان داد,سودن چهره به خاک سر کویش سبب است,99.96,90.11,87.48,45.48,98.16,46.91,70.89,71.33,78.01,99.83361064891847
شاطرعباس صبوحی,shater-abbas-sabouhi,شاطرعباس صبوحی,14,3,633128,غزلیات,نگران روی او,صبوحی خاک بر سر کن ز چشمان آب خون جاری,که عشق آتش بود دلبر به یادت می‌جهد خویش,99.78,68.43,98.69,23.38,99.91,98.62,50.45,58.3,77.15,99.66722129783693
شاطرعباس صبوحی,shater-abbas-sabouhi,شاطرعباس صبوحی,14,4,633389,دوبیتی‌ها,اشک,چه شد که بر گل عارض گلاب می‌ریزی,ستاره بر رخ این آفتاب می‌ریزی,95.4,91.62,83.88,97.1,32.79,18.41,87.23,88.27,75.52,99.50083194675541
شاطرعباس صبوحی,shater-abbas-sabouhi,شاطرعباس صبوحی,14,5,633058,غزلیات,بازار سنبل,چون نسیم صبحگاهی پرده گل بردرد,خار غم اندر دل مجروح بلبل، بشکند,75.81,81.39,92.66,47.87,99.09,61.55,39.49,90.88,74.42,99.33444259567388
شاطرعباس صبوحی,shater-abbas-sabouhi,شاطرعباس صبوحی,14,6,633400,شاطرعباس صبوحی,مخمسات,در دست غمت چند زنم ناله و فریاد,باز آی، که عشق تو مرا کند ز بنیاد,69.06,89.56,57.7,73.86,93.51,93.61,46.92,60.14,74.41,99.16805324459234
شاطرعباس صبوحی,shater-abbas-sabouhi,شاطرعباس صبوحی,14,7,633186,غزلیات,سرخوشم,از سیل اشک و ناله غم آه دردناک,سوزد درون و چهره از خون منقشم,84.8,97.31,57.7,19.86,98.38,99.71,47.03,86.47,74.2,99.00166389351082
شاطرعباس صبوحی,shater-abbas-sabouhi,شاطرعباس صبوحی,14,8,633184,غزلیات,سرخوشم,از آب چشم و آتش دل بی تو هر زمان,گاهی در آب غوطه ور و گه در آتشم,97.41,68.43,97.29,62.26,99.02,33.24,87.82,11.08,73.23,98.83527454242929
شاطرعباس صبوحی,shater-abbas-sabouhi,شاطرعباس صبوحی,14,9,633350,غزلیات ناتمام و اشعار پراکنده,ناز کن,بگشا غنچه لب را بنما بر همه کس,یک شکر خنده که با روح روان می‌ارزد,90.04,73.41,79,23.7,97.35,79.22,52.78,84.19,73.01,98.66888519134775
شاطرعباس صبوحی,shater-abbas-sabouhi,شاطرعباس صبوحی,14,10,633246,غزلیات,بیدل حیران,تویی در ملک جان، جان و چه جانی؟ جان مهرویان,تو سروی و قدت محشر، چه محشر؟ محشر دوران,99.08,24.59,85.38,76.32,90.17,36.72,64.34,99.78,72.27,98.50249584026622
شهریار,shahriar,شهریار,14,1,622226,گزیده غزلیات,غزل شماره ۱۱۹ - بمانیم که چه,سایه جان رفتنی استیم بمانیم که چه,زنده باشیم و همه روضه بخوانیم که چه,90.79,97.31,79,96.21,96.54,39.33,76.89,98.13,84.8,100
شهریار,shahriar,شهریار,14,2,621664,گزیده غزلیات,غزل شماره ۶۰ - خوابی و خماریی,عشق در آینه چشم و دلم چون خورشید,می درخشید بدان مژده که یار آمده بود,97.56,94.13,97.93,50.47,93.04,85.46,54.84,87.99,84.36,99.95953055443141
شهریار,shahriar,شهریار,14,3,621748,گزیده غزلیات,غزل شماره ۶۸ - جمال کعبه,اگر که شبرو عشقی چراغ ماهت بس,ستاره چشم و چراغ شب سیاهت بس,98.73,95.4,79,93.25,96.76,56.08,97.4,27.2,83.55,99.9190611088628
شهریار,shahriar,شهریار,14,4,622239,گزیده غزلیات,غزل شماره ۱۲۰ - غزال رمیده,سیاهی شب هجر و امید صبح سعادت,سپید کرد مرا دیده تا دمید سپیده,96.45,91.62,79,45.76,96.94,95.24,57.51,98.89,83.23,99.87859166329422
شهریار,shahriar,شهریار,14,5,621844,گزیده غزلیات,غزل شماره ۷۸ - لاله سیراب,دود آهم شد اشک غمم ای چشم و چراغ,شمع عشقی که به امید تو روشن کردم,98.94,89.56,97.55,26.86,93.51,99.49,50.67,96.87,82.73,99.83812221772563
شهریار,shahriar,شهریار,14,6,622422,گزیده غزلیات,غزل شماره ۱۳۹ - پری و فروغ,من از آن سیاه دارم به غم تو روز روشن,که تو ماهی و تعلق به شب سیاه داری,90.14,95.05,94.87,54.9,97.24,82.78,87.87,12.55,80.14,99.79765277215702
شهریار,shahriar,شهریار,14,7,621561,گزیده غزلیات,غزل شماره ۴۹ - افسانه شب,از راز فسونکاری شب پرده برافتاد,هر روز که خورشید جهانتاب برآمد,84.63,84.15,94.87,51.43,99.86,88.82,63.18,60.66,80.05,99.75718332658843
شهریار,shahriar,شهریار,14,8,621324,گزیده غزلیات,غزل شماره ۲۳ - زکات زندگی,شب همه بی تو کار من شکوه به ماه کردنست,روز ستاره تا سحر تیره به آه کردنست,84.71,69.44,83.29,94.73,86.1,98.45,84.63,12.02,79.77,99.71671388101983
شهریار,shahriar,شهریار,14,9,621697,گزیده غزلیات,غزل شماره ۶۳ - اشک ندامت,رود از دیده چو با یادمنش اشک ندامت,لاله از خاکم و از کالبدم ناله برآید,99.51,96.91,90.58,32.58,65.9,85.46,64.24,96.4,79.74,99.67624443545124
شهریار,shahriar,شهریار,14,10,621565,گزیده غزلیات,غزل شماره ۵۰ - جلوه جلال,چه می کند بدو چشم شب فراق تو ماه,که این ستاره شماران ستاره بارانند,99.3,90.72,85.38,41.12,86.68,80.12,40.38,97.01,79.29,99.63577498988265
شیون فومنی,shivon-foumani,شیون فومنی,14,1,670761,دو بیتی ها,از آن در شعر,سر شکم همچو آب روشن استی,غم ناشسته رویان با من استی,93.58,84.15,96.52,91.4,93.92,67.28,95.2,14.91,83.09,100
شیون فومنی,shivon-foumani,شیون فومنی,14,2,670345,غزل‌ها,می رانمت چو مهتاب,زیبا ترین حضوری از عشق در من ای دوست,عشقی که آتشم زد در ماه بهمن ای دوست,66.5,69.44,57.7,98.6,89.81,81.2,97.44,71.02,77.57,99.79166666666667
شیون فومنی,shivon-foumani,شیون فومنی,14,3,670693,غزل‌ها,ریحان,تا ز چشم دشمنم آیینه دار خویشتن,"در جهان,چون من عزیزی نیست,خوار خویشتن",72,75.92,92.66,97.4,94.07,51.09,87.1,35.77,77.45,99.58333333333333
شیون فومنی,shivon-foumani,شیون فومنی,14,4,670444,غزل‌ها,غزل جنگل,به چشم انداز مه آلود خون یاران عاشق را,رها در نور همچون گیسوان یار شد جنگل,83.84,70.78,95.44,34.78,78.08,98.98,72.89,71.02,75.99,99.375
شیون فومنی,shivon-foumani,شیون فومنی,14,5,670474,غزل‌ها,بخوان که,چو اژدهای دمانی که خورده خون جهانی,قفس گشوده دهانی به زیر سایه ی بالم,98.73,75.92,97.93,22.29,98.38,51.09,49.68,98.27,75,99.16666666666667
شیون فومنی,shivon-foumani,شیون فومنی,14,6,670346,غزل‌ها,می رانمت چو مهتاب,راهم زدی و آهم در سینه ی شب افروخت,گم شد ستاره من در روز روشن ای دوست,94.23,69.44,97.72,54.15,86.02,33.24,66.67,85.41,74.42,98.95833333333334
شیون فومنی,shivon-foumani,شیون فومنی,14,7,670527,غزل‌ها,برای بردن تو,شب عروسی تو عشق را کفن کردند,ترا به حجله ی خون سوگوار من کردند,72,24.59,57.7,93.69,91.01,94.59,87.67,88.16,73.94,98.75
شیون فومنی,shivon-foumani,شیون فومنی,14,8,670624,غزل‌ها,قحط شادابیست,آه ... اگر رگبار گیسوی تو دریا دم نبود,یک کف از خاک کویر خاطرم، خرم نبود,96.65,24.59,31.41,90.92,77.44,94.04,88.58,99.58,73.6,98.54166666666667
شیون فومنی,shivon-foumani,شیون فومنی,14,9,670618,غزل‌ها,غزل حالی,زمین زمزمه ام شوره زار شد از اشک,که گشت چشمه ی جان، صرف تشنه سالی عشق,78.61,70.78,90.15,23.22,98.98,93.61,40.25,88.51,73.34,98.33333333333333
شیون فومنی,shivon-foumani,شیون فومنی,14,10,670405,غزل‌ها,غزل برنج,ور بکام دوست گردد گو: به شالیزار سرخ,قطره قطره خون ما را نوش جان سازد برنج,95.17,70.78,79,34.95,98.5,43.79,68.39,96.66,73.27,98.125
فروغ فرخزاد,forough-farrokhzad,فروغ فرخزاد,14,1,662674,دیوار,ستیزه,شب چو ماه آسمان پر راز,گرد خود آهسته می پیچد حریر راز,98.45,81.39,97.93,88.15,95.86,89.7,85.44,96.98,92.03,100
فروغ فرخزاد,forough-farrokhzad,فروغ فرخزاد,14,2,662170,اسیر,راز من,وای از این چشمی که می کاود نهان,روز و شب در چشم من راز مرا,96.21,90.11,97.29,50.05,99.24,84.19,81.44,57.58,83.69,99.96164173379364
فروغ فرخزاد,forough-farrokhzad,فروغ فرخزاد,14,3,663703,تولدی دیگر,مرداب,جانش اقلیم تباهی ها شود,ژرفنایش گور ماهی ها شود,99.3,87.42,85.38,98.68,88.56,0,94.7,99.51,82.05,99.92328346758727
فروغ فرخزاد,forough-farrokhzad,فروغ فرخزاد,14,4,662448,دیوار,اندوه پرست,آسمان سینه ام پر درد می شد,ناگهان طوفان اندوهی به جانم چنگ می زد,98.73,97.31,97.55,37.25,98.38,87.06,21.41,96.23,81.93,99.88492520138091
فروغ فرخزاد,forough-farrokhzad,فروغ فرخزاد,14,5,662521,دیوار,بر گور لیلی,در چشمهای لیلی اگر شب شکفته بود,در چشم من شکفته گل آتشین عشق,95.03,95.4,79,69.36,90.12,56.08,98.91,58.14,81.34,99.84656693517454
فروغ فرخزاد,forough-farrokhzad,فروغ فرخزاد,14,6,662619,دیوار,شکوفه اندوه,شادم که در شرار تو می سوزم,شادم که در خیال تو می گریم,82.25,78.97,57.7,80.29,85.72,88.43,97.6,88.31,80.95,99.80820866896816
فروغ فرخزاد,forough-farrokhzad,فروغ فرخزاد,14,7,663186,عصیان,از راهی دور,نه به ره پرتو مهتاب امیدی,نه به دل سایه ای از راز نهانی,98.2,78.97,85.38,41.58,91.83,95.24,74.13,71.72,80.62,99.76985040276179
فروغ فرخزاد,forough-farrokhzad,فروغ فرخزاد,14,8,661957,اسیر,شراب و خون,گم شدم در پهنه صحرای عشق,در شبی چون چهره بختم سیاه,93.58,92.94,96.52,33.85,95.12,67.28,60.64,96.29,80.15,99.73149213655543
فروغ فرخزاد,forough-farrokhzad,فروغ فرخزاد,14,9,662728,دیوار,تشنه,( چهره خورشید شهر ما دریغا سخت تاریک است ),خوب می دانم که دیگر نیست امیدی,97.89,99.65,85.38,15.39,99.32,80.12,22.2,97.54,76.79,99.69313387034906
فروغ فرخزاد,forough-farrokhzad,فروغ فرخزاد,14,10,662137,اسیر,بیمار,من ناله می کنم که خداوندا,جانم بگیر و کم بده آزارش,93.58,84.15,79,36.02,91.47,67.28,60.64,96.59,76.36,99.6547756041427
محمدحسن بارق شفیعی,mohammad-hasan-bareq-shafiei,محمدحسن بارق شفیعی,14,1,670265,محمدحسن بارق شفیعی,هشدار,در موج‌های گریه غم خنده‌ها نگر,در روح بندگان خود آگاه رنجبر,84.63,84.15,94.87,50.67,99.86,99.6,84.38,86.96,85.03,100
محمدحسن بارق شفیعی,mohammad-hasan-bareq-shafiei,محمدحسن بارق شفیعی,14,2,670025,محمدحسن بارق شفیعی,طاقت پروانه,داروی سوز درون ما شراب ناب نیست,آتش این لاله را افسردگی از آب نیست,99.11,75.92,89.44,90.74,87.88,33.24,87.71,99.53,83.21,99.83552631578947
محمدحسن بارق شفیعی,mohammad-hasan-bareq-shafiei,محمدحسن بارق شفیعی,14,3,669695,محمدحسن بارق شفیعی,انگیزه زندگی,به هر موج هستی دهد جان نو,به هر جان نو سوز بالندگی,99.61,98.21,85.38,64.54,87.3,0,98.67,57.75,75.66,99.67105263157895
محمدحسن بارق شفیعی,mohammad-hasan-bareq-shafiei,محمدحسن بارق شفیعی,14,4,669896,محمدحسن بارق شفیعی,خدای من,عاشقم، عشق من خدای من است,دل من عرش دلربای من است,95.96,24.59,79,97.2,89.18,67.28,93.56,37.88,74.67,99.50657894736842
محمدحسن بارق شفیعی,mohammad-hasan-bareq-shafiei,محمدحسن بارق شفیعی,14,5,670179,محمدحسن بارق شفیعی,مرگ شاعر,آه گرم از دل پر درد کشید,اشک گلگون به رخ زرد چکید,93.98,99.81,27.66,60.82,82.15,93.42,46.21,70.73,73.7,99.3421052631579
محمدحسن بارق شفیعی,mohammad-hasan-bareq-shafiei,محمدحسن بارق شفیعی,14,6,669773,محمدحسن بارق شفیعی,به مرغ آزاد,ز سوز آرزو در بزم خورشید,به قلب نوریان عشق آفریدن,79.62,98.85,57.7,25.91,90.84,97.38,41.06,90.98,73.03,99.17763157894737
محمدحسن بارق شفیعی,mohammad-hasan-bareq-shafiei,محمدحسن بارق شفیعی,14,7,670100,محمدحسن بارق شفیعی,کاش!,جلوه گل برهنه‌تر بیند,دیده را آشنای راز کند,82.69,95.55,57.7,64.23,87.47,81.2,33.2,57.27,72.81,99.01315789473685
محمدحسن بارق شفیعی,mohammad-hasan-bareq-shafiei,محمدحسن بارق شفیعی,14,8,670102,محمدحسن بارق شفیعی,کاش!,زآفتاب حقیقتی که در اوست,چهره در بزم جان بر‌افروزد,86.22,87.42,57.7,37.42,87.66,77.4,60.64,87.66,72.75,98.84868421052632
محمدحسن بارق شفیعی,mohammad-hasan-bareq-shafiei,محمدحسن بارق شفیعی,14,9,670005,محمدحسن بارق شفیعی,شعر من!,وز چنگ دیو مرگ امانش بده امان!,شعر من، ای ستاره تابان عشق من!,73.34,78.97,57.7,60.97,95.91,56.08,71.93,85.43,71.7,98.68421052631578
محمدحسن بارق شفیعی,mohammad-hasan-bareq-shafiei,محمدحسن بارق شفیعی,14,10,670077,محمدحسن بارق شفیعی,عید من,گر سفره‌ها به آرزوی قرص جو تهی است،,ور میزها ز شیره جان پر ز لذت است،,89.04,24.59,79,86.89,98.2,0,86.88,98.1,69.28,98.51973684210526
ملک‌الشعرای بهار,malek-al-shoara-bahar,ملک‌الشعرای بهار,14,1,648909,آیینه عبرت,بخش اول - از کیومرث تا سربداران,هشت بغی زیردستان دردها بر روی درد,خاک یاغی شد کجا خون دل پرویز خورد,94.8,90.72,83.88,73.55,73.18,98.14,68.9,87.77,84.9,100
ملک‌الشعرای بهار,malek-al-shoara-bahar,ملک‌الشعرای بهار,14,2,642080,غزلیات,شماره ۷۸,سرخ ازتف عشقم دل‌، زرد از غم یارم رخ,دایم چو گل رعنا، می سوزم و می‌سازم,97.23,99.76,97.93,16.69,98.98,97.12,48.15,99.63,82.87,99.99518374030728
ملک‌الشعرای بهار,malek-al-shoara-bahar,ملک‌الشعرای بهار,14,3,620750,مثنویات,شماره ۱,ز بالا خروشان سوی خاک تاخت,به خاک آمد و جان عشقی گداخت,99.61,81.39,85.38,82.97,92.77,61.55,78.23,60.63,82.52,99.99036748061455
ملک‌الشعرای بهار,malek-al-shoara-bahar,ملک‌الشعرای بهار,14,4,652396,دل مادر,خاتمه,معنی عشق درآب و گل اوست,عشق اگر شکل پذیرد دل اوست,77.57,84.15,57.7,92.71,93.66,90.81,97.47,71.21,82.43,99.98555122092183
ملک‌الشعرای بهار,malek-al-shoara-bahar,ملک‌الشعرای بهار,14,5,645158,مثنویات,شماره ۴۱ - سلام به هند بزرگ,بزم نورالدین‌، گلستانی دگر,درگه نور جهان‌، جانی دگر,99.52,24.59,85.38,93.65,93.6,81.2,88.16,96.8,82.19,99.97591870153639
ملک‌الشعرای بهار,malek-al-shoara-bahar,ملک‌الشعرای بهار,14,6,645212,مثنویات,شماره ۴۱ - سلام به هند بزرگ,گویم ای هند گرامی شاد باش,سال و ماه از بند غم آزاد باش,82.25,78.97,57.7,90.24,98.1,95.24,84.55,70.49,82.18,99.97110244184367
ملک‌الشعرای بهار,malek-al-shoara-bahar,ملک‌الشعرای بهار,14,7,647825,ترجیعات,وقت کا رست,ای دل ز جفای دیده یاد آر,زان اشک به ره چکیده یاد آر,95.03,78.97,79,98.7,96.76,56.08,97.22,36.94,82.11,99.96628618215094
ملک‌الشعرای بهار,malek-al-shoara-bahar,ملک‌الشعرای بهار,14,8,620774,مثنویات,شماره ۱,گل عاشقی بود و عشقیش نام,به عشق وطن خاک شد والسلام,93.58,84.15,95.44,73.45,91.47,90.81,60.64,32.84,81.62,99.96146992245822
ملک‌الشعرای بهار,malek-al-shoara-bahar,ملک‌الشعرای بهار,14,9,641845,غزلیات,شماره ۵۰,جانا بهار از جان کشد بار غم هجر تو را,فرهاد باید تا ز جان بار غم شیرین کشد,94.22,68.43,79,71.54,90.11,90.2,96.04,57.5,81.54,99.95665366276549
ملک‌الشعرای بهار,malek-al-shoara-bahar,ملک‌الشعرای بهار,14,10,642652,قطعات,شماره ۵۰ - قطعه,پاداش اشک حسرت کامد ز چشم عاشق,ابریست کز پس مرگ بر تربتش ببارد,91.55,78.97,95.44,32.77,96.94,95.24,63.18,98.89,81.51,99.95183740307277
مهدی اخوان ثالث,mehdi-akhavan-sales,مهدی اخوان ثالث,14,1,669223,زمستان,گزارش,خدایا! زمین سرد و بی نور شد,بی آزرم شد، عشق ازو دور شد,73.34,78.97,90.15,87.39,94.29,56.08,81.41,84.49,80.43,100
مهدی اخوان ثالث,mehdi-akhavan-sales,مهدی اخوان ثالث,14,2,668666,دوزخ اما سرد,این است که...,چون روشن روشنان فرو میرد,تاریک شود جهان و خوف انگیز,84.97,98.08,92.66,46.08,86.65,72.64,68.55,89.15,80.18,99.95654063450674
مهدی اخوان ثالث,mehdi-akhavan-sales,مهدی اخوان ثالث,14,3,668729,زمستان,ارمغان فرشته,جوی خندان بود و من در اشک شوقش گرم گرم,گرد شب را شستم از رخسار و جانم تازه شد,97.56,87.42,97.55,47.84,86.42,40.15,71.59,96.37,78.78,99.91308126901347
مهدی اخوان ثالث,mehdi-akhavan-sales,مهدی اخوان ثالث,14,4,669215,زمستان,زمستان,به تابوت ستبر ظلمت نه توی مرگ اندود، پنهان است,حریفا! رو چراغ باده را بفروز، شب با روز یکسان است,97.98,24.59,98.18,89.75,99.8,33.24,85.63,99.53,78.17,99.86962190352021
